description,review_majority,food_aspect_majority,ambiance_aspect_majority,service_aspect_majority,noise_aspect_majority,cleanliness,price,location,menu variety,waiting time,waiting area,parking,wi-fi,kids-friendly
"Mussels could have been heated a bit more,swordfish did not taste fresh,(frozen?) french fries just warm and old. Service was subpar. I will not be returning.",2,Negative,unknown,Negative,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
"Service is great. Food quality is just so-so, not really worth the money.",3,Negative,unknown,Positive,unknown,unknown,Negative,unknown,unknown,unknown,unknown,unknown,unknown,unknown
"Pricey, and doesn't quite live up to the ""most romantic"" label, at least not for people under 65. Our server was very attentive though.",3,unknown,Negative,Positive,unknown,unknown,Negative,unknown,unknown,unknown,unknown,unknown,unknown,unknown
This is my favorite brunch spot for the last 4 years!,5,Positive,unknown,unknown,unknown,unknown,unknown,Positive,Positive,unknown,unknown,unknown,unknown,unknown
Mediocre at best. Good food though. Would not recommend this to a friend or go back again.,2,Positive,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
"Food was average but expensive. Atmosphere was good. Service was pretty good. Overall not outstanding, but expensive.",3,Negative,Positive,Positive,Negative,unknown,Negative,unknown,unknown,unknown,unknown,unknown,unknown,unknown
"Service was bad, food inconsistent but the noise level was pleasant.",2,Negative,unknown,Negative,Positive,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
Well presented but bland food - attentive service. We saw all age groups. Although we didn't have the,3,Negative,unknown,Positive,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
The whole staff was extremely professional and friendly. Ambiance was off though.,3,unknown,Negative,Positive,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
they would not honor our gift card for $90 I would not recommend this place. No accomodation was made. I have eaten all over the world,1,unknown,unknown,Negative,unknown,unknown,Negative,unknown,unknown,unknown,unknown,unknown,unknown,unknown
"This is molecular gastronomy, and it was delicious! It was fun and exciting! The atmosphere was lively without being too loud. We recommend the tasting menu to get the whole experience. We will remember this meal for years to come.",5,Positive,unknown,Positive,Positive,unknown,unknown,Positive,Positive,unknown,unknown,unknown,unknown,unknown
Food was bad and so were the menu choices.,1,Negative,unknown,unknown,unknown,unknown,unknown,unknown,Negative,unknown,unknown,unknown,unknown,unknown
Food was OK. Skate was drowning in a salty lemon sauce. Dessert was great doughnuts were outstanding. Martinis were good as well. Having read previous reviews we were disappointed. The ambiance left something to be desired.,3,Negative,Negative,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
"Delicious food, excellent service and great find in the neighborhood - will definitely be returning!",5,Positive,unknown,Positive,unknown,unknown,unknown,Positive,unknown,unknown,unknown,unknown,unknown,unknown
Wonderful food. I love the special offers!,5,Positive,unknown,unknown,unknown,unknown,unknown,unknown,Positive,unknown,unknown,unknown,unknown,unknown
We had to wait 30 minutes for our table. The service was absolutely awful. The noise was too loud,1,unknown,unknown,Negative,Negative,unknown,unknown,unknown,unknown,Negative,Negative,unknown,unknown,unknown
"Once was a good restaurant, quickly sliding further and further downhill although the food is still good. This is probably our last visit, use to go every time we were in Boston.",2,Positive,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
I had a question regarding the menu choices.,3,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
"They give you a lot of food, but it's not very tasty. Service is extremely slow.",2,Negative,unknown,Negative,unknown,unknown,unknown,unknown,unknown,Negative,unknown,unknown,unknown,unknown
it was very comfortable in there.........,4,unknown,Positive,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Positive,unknown,unknown,Positive
Excellent choices for Sunday brunch. Staff is always friendly and polite and noise level is perfect.,5,Positive,unknown,Positive,Positive,unknown,unknown,Positive,Positive,unknown,Positive,unknown,unknown,unknown
"Horrible, obnoxious service. The hostess was rude and condescending, the waiter was alternatively belligerent, rude, pushy, and unhelpful. I will never patronize this establishment again.",1,unknown,unknown,Negative,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
Nougatine is my favorite restaurant in NYC. It is always a special treat to enjoy a meal there. I was delighted to host a small group last week and my guests were delighted with the meal but not the service!,4,Positive,unknown,Negative,unknown,unknown,unknown,unknown,Positive,unknown,unknown,unknown,unknown,unknown
Truly amazing. Went in with high expectations and they were met. My only complaint were how dark the lighting was.,4,unknown,Negative,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
"Extremely disappointed in I Trulli.
Service was very poor.
Will not go back.",1,unknown,unknown,Negative,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
"Celebrated a birthday dinner. Bad service. Exceptional food. Took advantage of
the special $50/pp package of appetizer, entree, and dessert. Well done; highly recommended.",4,Positive,unknown,Negative,unknown,unknown,Positive,unknown,unknown,unknown,unknown,unknown,unknown,unknown
Bad service--felt like I was being rushed out the door and ambiance left much to be desired.,1,unknown,Negative,Negative,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
"The food was mediocre at best. For the same price and better food, try Bonaroti.",3,Negative,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
Our experience was disappointing from the beginning. Won't be going back.,1,unknown,unknown,Negative,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
6:00 reservation and we finally got the check at 7:55PM.Food was fine,3,Positive,unknown,Negative,unknown,unknown,unknown,unknown,unknown,Negative,unknown,unknown,unknown,unknown
Food was ok but way too loud at dinner for me! Won't come back. Way too expensive,2,Positive,unknown,unknown,Negative,unknown,Negative,unknown,unknown,unknown,unknown,unknown,unknown,unknown
The ambiance is spectatular. The food was inconsistent. The service was terrible.,2,Negative,Positive,Negative,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
"Overall, a disappointment. Food alternated between predictable (onion soup) and ""tried too hard."" Only good point was the service.",2,Negative,unknown,Positive,unknown,unknown,unknown,unknown,Negative,unknown,unknown,unknown,unknown,unknown
"3rd time there, very good each time, but very loud.",4,unknown,unknown,unknown,Negative,unknown,unknown,Positive,unknown,unknown,Positive,unknown,unknown,unknown
"Excellent food, too small portions, unnecessarily expensive, slow and uninspired service both at the bar and in the dining room. Overall not worth the cost but the ambiance was good; not recommended.",2,Negative,Positive,Negative,unknown,unknown,Negative,unknown,unknown,Negative,unknown,unknown,unknown,unknown
I took my friend for her birthday and her pizza had great taste .The service was worse though. Will never be back!,2,Positive,unknown,Negative,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
An absolute treat! The food is fantastic and the ambience makes you forget you're in Cleveland.,5,Positive,Positive,unknown,unknown,unknown,unknown,Positive,Positive,unknown,unknown,unknown,unknown,unknown
Service was terrible. Our waiter was more interested in avoiding us than in serving us. Food was ok but not great. Ambiance was not there.,2,Negative,Negative,Negative,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
My dining experince was excellent!,5,Positive,Positive,Positive,unknown,unknown,unknown,Positive,unknown,unknown,unknown,unknown,unknown,unknown
A disaster in spite of the delicious food. The service is terrible. Another expensive place inside the Time Warner mall.,2,Positive,unknown,Negative,unknown,unknown,Negative,unknown,unknown,unknown,unknown,unknown,unknown,unknown
Outstanding. I don't know what I was expecting from singing waiters and waitresses but I was blown away. Great evening.,5,unknown,unknown,Positive,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
"The minestrone soup was weird, did not look or taste like anything I knew; also lukewarm. My pasta was too oily, within minutes of cooling down it was not enjoyable.",1,Negative,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
"Sunday night - quiet as expected. Food wasn't excellent, as always. Service was good.",3,Negative,unknown,Positive,Positive,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
"i was brought fresh onion soup , the salmon special was tender my wife's meal was even better!",5,Positive,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
Enjoyed the relaxing evening on Valentine's Day. Ambience was nice. Food was smaller than expected but great.,4,Positive,Positive,unknown,unknown,unknown,unknown,Positive,unknown,unknown,unknown,unknown,unknown,unknown
the food was gross and the service was outstanding. great place to dine. best time is during happy hour get half price on raw bar. recommend this highly. however do not reccommend the sushi there.,2,Negative,unknown,Positive,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
Service was great. Noise was a show stopper. Will not go back.,2,unknown,unknown,Positive,Negative,unknown,unknown,unknown,unknown,unknown,Negative,unknown,unknown,unknown
"The food wasn't as good as expected.
The service is from the hostess is nice and pleasant... it seems that they really want to be there...
It was an unforgettable experience..",3,Negative,unknown,Positive,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
Not nearly as nice as the photos suggest. OK food. Belly dancers.,3,Positive,Negative,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
Ingredients are fresh. Wine by the glass program could be expanded and/or rotated. Good neighborhood spot.,4,Positive,Positive,unknown,unknown,unknown,unknown,Positive,Positive,unknown,unknown,unknown,unknown,unknown
I think the chef took the night off.,2,Negative,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
"Becco was great! The tables were a little close, but that was better than having less tables and waiting longer.",4,unknown,Positive,unknown,unknown,unknown,unknown,Positive,unknown,Positive,unknown,unknown,unknown,unknown
"What a great place for brunch on a beautiful day, but it was too noisy.",4,unknown,unknown,unknown,Negative,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
"our second time at Zocco - really enjoyed the food, wine and excellent service!",5,Positive,unknown,Positive,unknown,unknown,unknown,unknown,Positive,unknown,unknown,unknown,unknown,unknown
"I really enjoyed the food and atmosphere, but the waitress was awful!",3,Positive,Positive,Negative,Positive,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
Love the buzz but not the food at Marcella's. We're budget-minded and find this a poor place to spend more than our usual (low) allowance to treat ourselves.,3,Negative,Positive,unknown,unknown,unknown,Negative,unknown,unknown,unknown,unknown,unknown,unknown,unknown
